measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Testicular cancer,Rate,1990,7.342125947240732,8.344332812142673,6.787878499372999
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Kidney cancer,Rate,1990,47.28159871736347,49.370220365550395,45.21597050367553
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Bladder cancer,Rate,1990,66.587747866056,69.72951697212088,62.999555963592684
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Brain and central nervous system cancer,Rate,1990,121.6724952325067,164.94171998835154,100.03020071213464
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Esophageal cancer,Rate,1992,198.7625420354645,217.7649531833526,153.0089002542013
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stomach cancer,Rate,1992,475.0824057456254,501.05930632813244,449.30343138346143
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Liver cancer,Rate,1992,269.9398510838307,296.2688843178122,245.4114935289849
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Larynx cancer,Rate,1992,58.40490726120687,61.351872964726,55.69050666832923
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1992,655.3831359601065,683.4279723085234,629.4180278290395
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Breast cancer,Rate,1992,275.1340160788707,287.70679911898026,263.87343127351886
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Cervical cancer,Rate,1992,136.36156524298335,163.84237222281,121.01329075270765
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Uterine cancer,Rate,1992,35.49416221693798,38.19776735947908,31.97122017513567
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Prostate cancer,Rate,1992,120.01383354806562,135.62945060513096,97.01213504841289
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Colon and rectum cancer,Rate,1992,308.5190608951086,319.40199774438656,297.1073641733184
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Lip and oral cavity cancer,Rate,1992,67.19312102132436,71.38848148826982,63.35767839643684
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Nasopharynx cancer,Rate,1992,40.8616607872388,44.00023367250623,37.66119131406988
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Other pharynx cancer,Rate,1992,36.68217078508024,39.92936339064305,34.178995104818
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Gallbladder and biliary tract cancer,Rate,1992,53.17333558115293,60.0461111472779,48.0521113998336
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Pancreatic cancer,Rate,1991,116.1994862452235,120.1796980086767,111.74631128204072
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malignant skin melanoma,Rate,1991,23.620490477761923,29.899672129182264,19.61731771146207
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-melanoma skin cancer,Rate,1991,14.441333026720839,15.454937925393509,13.37357892901926
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ovarian cancer,Rate,1991,64.55274080327578,73.74232743380207,59.3449910591098
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Testicular cancer,Rate,1991,7.233304064258907,8.208888269793125,6.697489255380839
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Kidney cancer,Rate,1991,47.63260476370985,49.54682899028086,45.732047842570026
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Bladder cancer,Rate,1991,66.35512951549036,69.46377632229768,63.12981623437742
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Brain and central nervous system cancer,Rate,1991,121.49073001090728,163.75555129322674,100.19843858177155
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Thyroid cancer,Rate,1991,15.518228907829924,16.932484099659007,14.44446628312035
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Mesothelioma,Rate,1991,9.391402347650642,10.535701275476557,8.371928555053563
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Hodgkin lymphoma,Rate,1991,23.747480963500745,26.01934676138058,18.345841099288336
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1991,90.96367394741294,96.46255885924205,85.07851770612639
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multiple myeloma,Rate,1991,30.617949807852913,34.755972072356705,28.050462213571077
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Leukemia,Rate,1991,237.17645866123132,277.6527123281649,203.84805037224913
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Pancreatic cancer,Rate,1994,120.49703628782517,123.80706195101153,116.41338246882098
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malignant skin melanoma,Rate,1994,24.437326671143282,30.465874512065938,20.10045568850752
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-melanoma skin cancer,Rate,1994,14.516910233582365,15.463421627438887,13.507074262193687
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ovarian cancer,Rate,1994,64.73294979326745,73.08423104881568,60.5080150618571
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Esophageal cancer,Rate,1991,199.21279472231802,218.3381692960035,154.87288692198808
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stomach cancer,Rate,1991,483.1387702184797,509.94319132049316,456.46775400167473
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Liver cancer,Rate,1991,264.56625974172744,295.2767052727202,239.64616223544644
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Pancreatic cancer,Rate,1992,117.15203158147462,121.00483033342158,112.61578674787731
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malignant skin melanoma,Rate,1992,23.780493258027164,29.98381663810067,19.789662980689442
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-melanoma skin cancer,Rate,1992,14.493058639476153,15.534108953593872,13.434281864663282
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ovarian cancer,Rate,1992,64.53142176763606,73.52718639999537,59.75434110932876
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Testicular cancer,Rate,1992,7.152267744828461,8.10705562213473,6.61610663102018
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Kidney cancer,Rate,1992,48.18172203526739,50.184192877725145,46.42276840268646
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Bladder cancer,Rate,1992,66.2596590298968,69.2577010603086,62.97001966295083
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Brain and central nervous system cancer,Rate,1992,121.25282682804642,160.00684241383615,100.07730304402206
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Thyroid cancer,Rate,1992,15.555423752394343,16.86576927036864,14.388597877417936
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Mesothelioma,Rate,1992,9.391675278470357,10.530391161439633,8.369807784322006
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Hodgkin lymphoma,Rate,1992,23.37900908316755,25.572254880845662,18.237727902199932
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1992,91.64566847748738,97.02926157555451,85.94228712270578
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multiple myeloma,Rate,1992,30.83042021668723,35.05675122750114,28.17060107099486
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Leukemia,Rate,1992,234.2645308680637,273.707010510308,202.35411368274112
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Esophageal cancer,Rate,1993,199.26742651100648,216.71480713047816,152.34609481583976
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stomach cancer,Rate,1993,470.9293224262378,495.48155801963816,447.7494730678982
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Liver cancer,Rate,1993,275.34789541960373,299.8418378987593,252.34366974826
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Pancreatic cancer,Rate,1997,119.40923683347805,122.62845486763413,115.52757807191446
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malignant skin melanoma,Rate,1997,23.892744711459546,29.15015356243548,19.511980886892168
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-melanoma skin cancer,Rate,1997,14.018350504351094,14.835631469435254,13.113573725557668
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ovarian cancer,Rate,1997,64.77734175350616,72.51937327786848,60.33099167213026
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Testicular cancer,Rate,1997,7.03912850197559,8.015544755812261,6.536774635583671
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Kidney cancer,Rate,1997,48.86687170643162,50.50129853925932,47.156171499452896
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Bladder cancer,Rate,1997,64.51481068343473,67.02346347842463,61.736513589824405
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Brain and central nervous system cancer,Rate,1997,121.80899757864962,148.2049713651761,99.94525310905449
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Thyroid cancer,Rate,1997,15.599096618162786,16.77585793043258,14.414696591715433
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Mesothelioma,Rate,1997,9.215226865135488,10.20911918880744,8.357033214890214
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Hodgkin lymphoma,Rate,1997,20.930097208950144,22.66497533004101,16.793136654231702
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1997,93.72344085408784,98.59312608842681,88.66797854023145
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multiple myeloma,Rate,1997,31.912039103424235,35.05222596914913,28.657913776800395
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Leukemia,Rate,1997,219.7299972384198,252.2263503193497,192.27704431014203
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Pancreatic cancer,Rate,1993,119.662095154316,123.38132054107531,115.66395490351317
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malignant skin melanoma,Rate,1993,24.220739208020817,30.183466558928053,19.810852356808848
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-melanoma skin cancer,Rate,1993,14.541026353133221,15.490456722144671,13.476755235316599
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ovarian cancer,Rate,1993,64.64048916081877,73.29963379068822,60.409545783806664
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Esophageal cancer,Rate,1994,197.90641500957344,215.1556663938078,153.70522440003865
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stomach cancer,Rate,1994,462.025788531829,485.0572462178969,439.87250236245546
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Liver cancer,Rate,1994,280.7849954672018,303.3097911955272,260.2164213751449
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Larynx cancer,Rate,1994,58.58921686717851,61.15233013583904,56.01236332416582
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1994,660.8667737259477,683.7232244713633,638.5035276358378
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Breast cancer,Rate,1994,279.2500290668506,290.13850479767433,268.9393556624277
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Cervical cancer,Rate,1994,134.10483456926,161.5733002972433,120.31718900435817
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Uterine cancer,Rate,1994,35.69865378796693,38.44820594214751,32.28559360124636
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Prostate cancer,Rate,1994,121.31756011589196,136.5464614847564,96.95238292536081
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Colon and rectum cancer,Rate,1994,312.52272316128636,322.076920943443,300.9635905010802
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Lip and oral cavity cancer,Rate,1994,68.7259444122313,72.51803876591633,65.29396737027302
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Larynx cancer,Rate,1993,58.79053188852211,61.40285075984676,56.220788944313654
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1993,661.724691468619,687.4128057880681,639.0946372809907
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Breast cancer,Rate,1993,278.0017766105181,289.7544847117253,267.8398527434442
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Cervical cancer,Rate,1993,134.88683832591263,161.98660838077967,120.18906120555265
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Uterine cancer,Rate,1993,35.75460460102379,38.32119603596672,32.18527770904371
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Prostate cancer,Rate,1993,120.92706598111143,135.65136824737343,96.65698674729995
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Colon and rectum cancer,Rate,1993,312.31138966364176,322.5409241375181,301.59705653241645
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Lip and oral cavity cancer,Rate,1993,68.10053399674898,72.04625491034984,64.28325754022126
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Nasopharynx cancer,Rate,1993,40.36075568892238,43.439028660659766,37.46743237888529
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Other pharynx cancer,Rate,1993,37.16159182627662,40.35780951441542,34.82938695511807
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Gallbladder and biliary tract cancer,Rate,1993,52.96094572931453,59.6848456813287,47.78386532726195
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Larynx cancer,Rate,1991,58.70731768841106,61.805541568844184,55.86553554678031
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1991,655.9568759357206,687.5017002285922,626.8495167238226
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Breast cancer,Rate,1991,274.69517074575816,286.98010788907783,263.12557426434256
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Cervical cancer,Rate,1991,137.38877429921212,167.73795252901255,121.82464385413026
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Uterine cancer,Rate,1991,35.700129899915616,38.50788957768013,32.02644746624186
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Prostate cancer,Rate,1991,119.41716510568861,135.6494462789479,97.34565719550403
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Colon and rectum cancer,Rate,1991,308.0093029404968,320.13477381842347,294.9399289282303
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Lip and oral cavity cancer,Rate,1991,67.02438058238792,71.35125119791515,63.08910606559868
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Nasopharynx cancer,Rate,1991,41.37707117715131,44.88308886889352,38.127249645014714
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Other pharynx cancer,Rate,1991,36.49054207459872,39.859855021812905,34.0387125635078
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Gallbladder and biliary tract cancer,Rate,1991,53.5741445260719,60.39349205738017,48.40435393776781
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Nasopharynx cancer,Rate,1994,39.85248459804094,42.594844947806045,37.16920101566037
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Other pharynx cancer,Rate,1994,37.466026012969145,40.28411851321125,35.34416696896217
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Gallbladder and biliary tract cancer,Rate,1994,52.48755890852379,59.02820204657784,47.44791231015966
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Pancreatic cancer,Rate,1995,120.38301834152266,123.79054459225826,116.47207625720543
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malignant skin melanoma,Rate,1995,24.432011279262905,30.305268823507998,20.031966478064582
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-melanoma skin cancer,Rate,1995,14.414813756638063,15.355032613152778,13.4307615011874
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ovarian cancer,Rate,1995,65.35425234174855,73.21105404060596,61.29582893550986
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Testicular cancer,Rate,1994,7.0757431203675685,8.114113335622822,6.54156085423872
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Kidney cancer,Rate,1994,49.600059507496965,51.50082200281113,47.577686990618645
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Bladder cancer,Rate,1994,66.5230384675399,69.05864857994214,63.48165398022815
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Brain and central nervous system cancer,Rate,1994,121.86493385353363,156.84838447995153,100.61990542810351
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Thyroid cancer,Rate,1994,15.70895897115547,16.94052246584388,14.611727739705522
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Mesothelioma,Rate,1994,9.443187710871207,10.614953794311834,8.438607457407523
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Hodgkin lymphoma,Rate,1994,22.61289110385796,24.545864445247016,17.93042679373381
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1994,93.82896902048532,98.91597450926751,88.45837322028335
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multiple myeloma,Rate,1994,31.470460509107784,35.39299798361083,28.659658156754844
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Leukemia,Rate,1994,229.81167790920355,266.0873791929777,199.9557527699677
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Nasopharynx cancer,Rate,1998,38.00199642434878,40.20535587494197,35.75205859824763
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Other pharynx cancer,Rate,1998,37.96569160863554,40.39965238078777,35.99734391924587
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Gallbladder and biliary tract cancer,Rate,1998,50.40565359877751,56.36151625844763,45.790211358575746
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Esophageal cancer,Rate,1998,194.79872440606653,209.51722573177761,147.61471012457042
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stomach cancer,Rate,1998,417.6979289407228,437.0596096774843,399.27509037909266
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Liver cancer,Rate,1998,276.99383939582265,295.0087163188523,260.5029403440288
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Larynx cancer,Rate,1998,53.68862870764736,55.88030944268584,51.39859579480978
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1998,632.7049918333533,652.2008693135028,613.2805261417041
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Breast cancer,Rate,1998,272.44444338693626,283.817335413311,260.9555679825196
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Cervical cancer,Rate,1998,128.36730235122923,153.7521361230214,115.27744843664092
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Uterine cancer,Rate,1998,34.15494681007449,36.2885413170993,30.118452631729607
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Prostate cancer,Rate,1998,120.88327470334337,135.21136075701187,97.11259176909745
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Colon and rectum cancer,Rate,1998,304.8287741526144,314.2514275322791,293.4039688819459
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Lip and oral cavity cancer,Rate,1998,68.10819482656102,71.1467698280257,64.91794390877982
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Esophageal cancer,Rate,1996,195.55830293934443,210.87304739520926,150.6489663003728
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stomach cancer,Rate,1996,436.59492667369506,456.4376147179052,417.99107326981135
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Liver cancer,Rate,1996,284.0953219574709,304.1257906455194,264.9965328172116
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Larynx cancer,Rate,1996,56.155331304095604,58.51247479102833,53.81922417240318
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1996,647.7500707064096,668.1008028092025,627.59619693361
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Breast cancer,Rate,1996,276.2911616852693,287.4353527854702,265.607014277042
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Cervical cancer,Rate,1996,130.8027175018609,158.1636578106158,117.24703574828045
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Uterine cancer,Rate,1996,34.71729118978786,37.14690593469794,30.951183528132294
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Prostate cancer,Rate,1996,121.34850966285435,135.51171579141752,97.70431925857552
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Colon and rectum cancer,Rate,1996,307.895447985208,317.0145870488022,296.8087156967241
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Lip and oral cavity cancer,Rate,1996,68.32302386843241,71.45336324275758,64.95378277267046
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Pancreatic cancer,Rate,1998,119.79056075954449,122.73642824743965,115.69982083807274
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malignant skin melanoma,Rate,1998,23.739925040652427,28.79830570629235,19.3234528372023
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-melanoma skin cancer,Rate,1998,13.819842866890388,14.530043450467943,13.037613571281675
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ovarian cancer,Rate,1998,64.50204140975674,72.16620558619528,60.09194803536568
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Testicular cancer,Rate,1998,7.028944710355986,7.985088445252855,6.5195205308127715
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Kidney cancer,Rate,1998,48.924346847996105,50.51227213404769,47.22158800927775
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Bladder cancer,Rate,1998,63.90476250409344,66.28807582386094,61.07494532154459
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Brain and central nervous system cancer,Rate,1998,121.69215891781803,146.2516718285251,99.97273946501758
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Thyroid cancer,Rate,1998,15.593271126513569,16.67232549866293,14.406495562565643
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Mesothelioma,Rate,1998,9.116374887095478,10.10661420489718,8.245067262893132
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Hodgkin lymphoma,Rate,1998,20.419917682361167,22.27171063827897,16.450549660624613
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1998,93.37396978992857,98.10234132479191,88.3493448796067
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Multiple myeloma,Rate,1998,32.05039141936389,35.05734520930705,28.69684204055972
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Leukemia,Rate,1998,216.92964816592362,248.99777543717934,190.7518010552466
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Esophageal cancer,Rate,2000,199.41440031215146,215.8710763299146,147.48171905024827
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stomach cancer,Rate,2000,415.412745260403,435.28280684757254,397.35527318027243
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Liver cancer,Rate,2000,258.09788076384996,275.1635940748866,241.60530507120083
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Larynx cancer,Rate,2000,51.554055270135535,53.43255515932155,49.47200938270924
